Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
32,Travel_Rarely,Sales,0,Masters,Female,3,2,Single,2631.8461273709745,0,8,3,2,13,1,4,0
36,Non-Travel,Research & Development,0,Undergraduate,Male,3,4,Single,3030.353132728204,0,10,1,10,11,4,2,0
41,Travel_Rarely,Research & Development,0,Masters,Male,0,4,Married,3167.5723384983744,0,16,2,17,2,14,10,0
39,Travel_Rarely,Sales,0,Phd,Male,2,4,Single,801.9299549718626,0,6,2,15,9,9,7,0
36,Travel_Rarely,Research & Development,1,Undergraduate,Male,2,3,Single,4635.800753890115,0,18,0,2,6,11,9,0
30,Travel_Rarely,Research & Development,0,Masters,Male,3,3,Single,614.7467234268552,0,10,3,1,1,0,14,0
43,Travel_Rarely,Sales,0,Undergraduate,Male,0,4,Divorced,-1520.1040498681732,0,22,3,7,1,6,9,0
35,Travel_Rarely,Sales,0,Undergraduate,Female,1,4,Married,1191.4202238812018,0,36,1,13,4,10,8,0
36,Travel_Rarely,Human Resources,0,Masters,Female,1,0,Married,4065.1815454685657,0,2,6,8,2,2,6,0
33,Travel_Rarely,Research & Development,0,Phd,Female,3,3,Married,3938.856251555716,0,21,7,10,6,4,8,0
35,Travel_Rarely,Research & Development,0,Masters,Female,2,4,Married,1356.4186674933662,0,27,2,5,11,3,2,0
30,Travel_Rarely,Research & Development,0,Phd,Male,0,4,Married,2851.1544307352888,0,8,4,4,12,3,13,0
13,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,2,Single,3020.6125787913984,0,12,2,13,2,12,10,0
40,Travel_Rarely,Research & Development,0,Phd,Male,3,1,Divorced,2608.8198861605133,0,22,5,1,7,1,12,0
48,Travel_Rarely,Research & Development,0,High School,Male,4,1,Single,1585.9830930599753,0,16,4,6,10,10,11,1
44,Travel_Frequently,Human Resources,0,Undergraduate,Female,3,3,Divorced,6473.291280895994,1,35,3,15,4,1,3,0
36,Travel_Frequently,Research & Development,0,Undergraduate,Male,3,2,Married,4025.1727755827746,0,19,0,17,10,0,11,0
39,Travel_Rarely,Research & Development,0,Undergraduate,Female,1,0,Divorced,1384.7262519342498,1,22,4,8,6,9,13,0
39,Travel_Frequently,Sales,0,Undergraduate,Male,2,1,Single,2603.1463829802756,0,21,4,13,10,1,3,0
48,Travel_Rarely,Sales,0,High School,Male,1,5,Single,4093.829383951289,0,16,4,10,3,2,4,0
25,Travel_Rarely,Sales,0,Masters,Female,2,5,Single,3281.983465767035,1,3,2,3,13,2,5,1
44,Travel_Rarely,Research & Development,1,Undergraduate,Male,5,4,Single,2476.5890890841474,0,33,5,12,8,9,5,0
44,Travel_Rarely,Research & Development,0,Masters,Male,0,1,Single,2033.6511591755689,0,33,7,4,3,6,10,0
28,Travel_Frequently,Sales,0,Undergraduate,Male,0,0,Single,924.5761104386279,1,31,5,11,5,12,4,1
32,Travel_Rarely,Sales,0,Undergraduate,Female,3,6,Single,6425.4397097993615,0,24,3,17,12,4,7,0
8,Non-Travel,Sales,0,Masters,Female,1,5,Single,2551.1087908191994,0,6,4,8,6,10,9,0
20,Travel_Rarely,Research & Development,0,High School,Male,3,5,Married,2523.3646240521225,0,31,6,4,0,12,1,1
29,Travel_Rarely,Research & Development,1,Phd,Male,2,2,Married,3672.744251884685,0,38,6,10,14,13,14,0
30,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,2,Single,4950.007045198574,0,3,2,16,11,8,4,0
31,Non-Travel,Sales,0,Phd,Female,0,1,Married,3449.4459190539815,1,8,1,2,0,4,8,0
42,Travel_Rarely,Research & Development,0,Undergraduate,Female,5,4,Married,2603.4924994774233,0,30,6,5,3,7,12,1
39,Travel_Rarely,Research & Development,0,Masters,Female,5,2,Married,4225.276822736934,0,25,3,6,12,4,6,1
21,Travel_Rarely,Sales,0,Phd,Male,0,2,Married,3374.606029662036,0,31,4,10,1,1,12,0
37,Travel_Rarely,Research & Development,0,High School,Male,3,3,Single,5030.466257126542,0,37,3,16,9,4,9,0
30,Travel_Rarely,Research & Development,0,High School,Female,2,6,Single,-969.2700592371702,1,5,6,10,4,3,10,0
36,Travel_Rarely,Sales,0,Undergraduate,Male,3,2,Married,4361.969919676506,0,26,9,5,5,0,12,0
38,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,3,Divorced,910.0042645460653,0,21,7,9,3,6,6,0
40,Travel_Rarely,Sales,0,Phd,Male,1,5,Single,507.43756099459097,0,0,4,5,14,1,3,0
41,Travel_Rarely,Research & Development,0,Undergraduate,Male,0,2,Divorced,-916.427281696594,0,30,4,17,8,1,2,0
39,Non-Travel,Research & Development,0,Masters,Female,7,5,Married,1853.4489300480955,0,17,2,12,2,10,6,0
45,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,4,Single,1308.3063301074276,0,22,1,13,0,6,11,0
41,Travel_Frequently,Human Resources,0,Undergraduate,Female,3,4,Single,2188.247725192855,0,37,9,11,8,8,6,0
29,Travel_Rarely,Sales,0,Undergraduate,Female,2,2,Married,3770.622856773987,0,37,6,9,2,12,14,1
46,Travel_Rarely,Research & Development,0,Phd,Female,2,2,Single,923.3637598635491,0,12,0,19,9,10,14,0
37,Travel_Rarely,Research & Development,0,High School,Female,1,5,Divorced,4355.560532649704,1,7,5,8,5,7,13,0
44,Non-Travel,Research & Development,0,Masters,Male,2,3,Married,4242.323721927155,0,29,3,19,1,9,11,0
38,Travel_Rarely,Sales,0,Undergraduate,Male,2,6,Married,3511.0984144326767,1,17,0,11,1,1,13,0
39,Non-Travel,Sales,0,Masters,Male,3,2,Single,2468.64653164839,0,38,1,15,8,4,10,0
39,Travel_Rarely,Sales,0,High School,Male,0,3,Divorced,1905.6122005158818,0,36,4,14,10,5,5,0
24,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,2,Divorced,-3555.623799225249,1,6,4,7,0,12,3,0
30,Travel_Rarely,Sales,0,Masters,Male,2,4,Single,4571.487995325598,0,7,1,19,3,10,10,0
30,Non-Travel,Sales,0,Phd,Female,1,1,Married,4259.055559546809,0,32,4,15,13,6,11,1
49,Travel_Rarely,Sales,0,Masters,Female,3,2,Married,3427.5663024082946,0,27,4,19,3,4,5,0
64,Travel_Rarely,Research & Development,0,Masters,Male,0,2,Married,-902.1476222203887,1,5,3,1,10,13,7,1
22,Travel_Rarely,Sales,0,Phd,Male,1,2,Married,2535.9097049701295,0,34,1,4,4,13,4,1
38,Travel_Rarely,Research & Development,0,High School,Male,3,2,Married,2306.731412927661,1,11,5,4,0,3,14,0
23,Travel_Rarely,Sales,0,Phd,Male,2,2,Single,2627.093524341689,0,7,3,15,0,8,1,1
11,Travel_Rarely,Research & Development,0,Phd,Male,0,5,Single,4217.236701383442,0,20,2,15,13,4,1,0
42,Travel_Rarely,Research & Development,0,Undergraduate,Female,1,2,Married,-450.85776694937385,0,0,3,4,3,2,10,0
19,Travel_Rarely,Sales,0,Undergraduate,Female,5,1,Single,4309.487791699381,0,18,3,1,7,12,4,1
41,Travel_Frequently,Research & Development,0,High School,Male,3,5,Single,3858.7665012436123,0,10,5,6,6,1,5,0
26,Travel_Rarely,Sales,0,High School,Male,3,5,Single,4018.27777367842,1,17,2,19,11,7,12,0
31,Travel_Frequently,Research & Development,0,High School,Female,5,2,Married,2703.334056227757,0,32,2,15,1,1,8,0
31,Travel_Frequently,Sales,0,Undergraduate,Male,3,3,Single,1970.2217655597167,1,16,2,4,2,9,10,1
48,Travel_Rarely,Human Resources,0,Masters,Male,3,2,Single,5728.120124666624,1,4,2,5,9,3,7,0
27,Travel_Rarely,Human Resources,0,High School,Female,0,2,Married,6552.165011586049,0,6,1,7,8,14,7,0
19,Travel_Frequently,Research & Development,0,Undergraduate,Male,1,4,Married,2110.3795684001675,1,26,3,19,3,14,9,0
32,Travel_Rarely,Sales,0,Phd,Female,2,4,Single,4194.59487228382,0,27,5,1,10,4,1,1
30,Travel_Rarely,Research & Development,0,Masters,Female,3,8,Single,3066.3064865993406,0,31,2,18,0,2,6,0
35,Travel_Rarely,Research & Development,0,High School,Male,4,3,Single,-366.0646210353275,0,17,3,0,2,4,9,1
35,Travel_Frequently,Sales,0,High School,Female,3,3,Divorced,6097.707571024621,0,15,1,19,3,6,9,1
68,Travel_Rarely,Human Resources,0,Masters,Male,0,0,Divorced,5232.402223512841,0,19,2,8,12,4,14,0
24,Travel_Rarely,Sales,0,Phd,Male,4,1,Single,1309.5150201765796,0,14,3,8,13,11,7,1
26,Travel_Rarely,Sales,0,Undergraduate,Male,3,2,Single,4791.400117186628,0,3,4,17,7,10,2,1
33,Travel_Rarely,Research & Development,0,Undergraduate,Male,4,3,Married,2874.5584050497464,1,34,3,0,5,2,8,1
52,Travel_Rarely,Research & Development,0,Undergraduate,Female,0,4,Single,1326.4204310455316,0,33,4,11,0,7,9,0
62,Travel_Rarely,Sales,1,Phd,Male,1,2,Single,4079.8621609537113,0,23,3,19,8,9,10,1
34,Travel_Frequently,Research & Development,0,Masters,Female,2,3,Married,863.780118905494,0,2,4,6,9,13,8,0
52,Travel_Rarely,Sales,0,Undergraduate,Female,3,6,Married,-92.14686744188157,0,34,4,3,3,11,10,0
19,Travel_Rarely,Research & Development,0,Phd,Male,1,3,Divorced,-1872.0428496744826,1,30,3,1,8,8,11,0
33,Travel_Rarely,Research & Development,2,Masters,Male,1,2,Single,2295.5795993367587,1,15,1,8,0,13,6,0
24,Travel_Rarely,Research & Development,0,Phd,Male,1,5,Married,4511.236846404917,0,32,1,13,2,13,1,0
50,Travel_Rarely,Research & Development,0,Undergraduate,Male,3,3,Married,2598.378497305651,0,38,3,12,0,9,13,0
39,Travel_Rarely,Sales,0,Masters,Male,1,1,Single,2565.625783642854,0,7,2,19,5,10,4,1
49,Travel_Rarely,Sales,0,Phd,Male,2,1,Single,718.3253283967997,0,12,3,19,3,8,10,1
14,Travel_Frequently,Research & Development,0,Phd,Male,3,3,Married,1929.5398349584113,0,24,3,12,11,5,0,0
50,Travel_Rarely,Sales,1,High School,Female,1,5,Divorced,3367.5487531284025,1,34,4,10,9,10,1,0
47,Travel_Rarely,Human Resources,0,Masters,Male,2,8,Married,3066.327793995436,0,22,1,6,2,8,4,0
40,Travel_Rarely,Research & Development,0,Undergraduate,Male,0,1,Married,2590.433894111921,1,16,4,11,13,14,6,0
30,Travel_Rarely,Sales,0,Masters,Male,1,0,Single,-161.76627204211263,0,17,8,5,1,5,12,0
30,Travel_Rarely,Sales,0,High School,Female,1,3,Single,5714.04050161645,0,1,4,13,13,5,13,0
46,Travel_Rarely,Research & Development,0,High School,Male,2,3,Married,-214.24490834995186,0,3,5,13,14,0,1,0
22,Travel_Rarely,Sales,0,Phd,Male,1,4,Single,2742.6494249160264,0,9,2,13,7,13,10,0
43,Travel_Frequently,Sales,0,Undergraduate,Male,2,4,Divorced,2823.3488135359275,0,1,1,3,12,5,7,1
38,Travel_Frequently,Sales,0,High School,Female,4,2,Married,1587.9784176229837,1,28,4,18,10,7,5,1
32,Travel_Rarely,Research & Development,0,High School,Female,3,4,Married,2077.212304398777,0,34,3,11,9,0,8,0
33,Travel_Rarely,Research & Development,0,Phd,Male,3,4,Single,4325.481978581323,1,1,2,1,10,11,9,1
56,Travel_Rarely,Sales,0,Masters,Male,1,1,Divorced,-579.0117169866126,0,17,1,8,13,2,7,0
24,Travel_Rarely,Research & Development,0,Phd,Male,3,5,Divorced,733.3541537479387,0,36,2,19,1,8,2,0
41,Travel_Rarely,Research & Development,0,Phd,Female,1,2,Married,2640.806145281666,0,22,3,12,8,3,4,0
26,Travel_Rarely,Research & Development,1,Undergraduate,Male,1,2,Single,4570.729759299678,0,19,5,11,14,10,11,0
38,Travel_Rarely,Sales,0,High School,Male,1,1,Married,2523.8769172387088,0,19,4,8,11,4,2,0
36,Travel_Rarely,Sales,0,Masters,Male,4,3,Married,131.89386322698738,0,31,4,17,14,4,1,0
27,Travel_Frequently,Research & Development,0,Undergraduate,Male,1,5,Single,5230.256866935184,1,33,3,16,8,5,0,0
31,Travel_Rarely,Research & Development,0,High School,Male,5,4,Married,2098.226814284266,1,38,5,2,12,0,2,1
38,Travel_Frequently,Research & Development,0,Masters,Male,1,2,Single,3702.9170213421617,1,3,3,7,14,0,4,0
37,Travel_Rarely,Human Resources,0,Undergraduate,Male,4,3,Married,1672.8168165326513,0,30,4,18,9,5,14,1
29,Travel_Rarely,Sales,0,Undergraduate,Male,1,2,Married,695.3367824821248,0,24,1,0,13,13,11,1
27,Travel_Frequently,Human Resources,1,Masters,Female,1,3,Single,6580.516346994152,0,6,3,3,14,7,8,0
28,Travel_Rarely,Research & Development,1,Phd,Female,6,2,Single,4422.594721176243,0,19,1,14,4,13,13,0
38,Travel_Frequently,Research & Development,1,High School,Male,0,6,Single,1658.0295299471975,0,35,2,3,5,9,1,0
29,Travel_Rarely,Research & Development,0,Phd,Female,1,2,Married,4389.214774971897,1,7,1,14,12,8,3,0
37,Travel_Rarely,Sales,0,Undergraduate,Male,1,2,Single,2022.389608919585,1,19,2,18,11,8,3,1
31,Non-Travel,Research & Development,0,Undergraduate,Female,0,5,Single,1574.2651832757413,0,19,3,15,5,9,7,0
53,Travel_Rarely,Research & Development,0,Phd,Male,3,4,Married,3853.4653074721664,0,39,7,16,14,10,1,0
39,Travel_Frequently,Research & Development,0,Undergraduate,Male,3,4,Single,1655.4218163675423,0,0,3,11,7,4,12,0
39,Non-Travel,Research & Development,0,Undergraduate,Male,3,5,Single,5224.677132706529,0,17,2,0,2,9,11,1
45,Travel_Rarely,Research & Development,1,Undergraduate,Female,4,5,Divorced,2078.373945320963,0,5,4,16,9,13,5,0
35,Travel_Rarely,Human Resources,0,Undergraduate,Female,2,3,Married,29.713623842894776,1,11,7,1,14,10,0,1
36,Travel_Rarely,Research & Development,0,Undergraduate,Male,0,3,Married,4532.176666679275,0,1,1,17,8,0,14,0
35,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,2,Single,-612.406227981834,0,8,4,0,7,7,0,1
26,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,1,Married,1454.0674738972718,0,28,1,7,6,6,0,0
38,Travel_Rarely,Research & Development,1,Undergraduate,Male,1,4,Married,-570.9703946903401,0,21,1,6,0,13,10,0
34,Non-Travel,Sales,0,Undergraduate,Male,1,1,Married,2424.36370773142,0,5,2,18,12,10,2,1
43,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,2,Married,4818.888725342225,1,13,4,6,2,2,2,0
45,Travel_Rarely,Research & Development,0,Undergraduate,Male,0,4,Married,6925.320347597072,1,3,7,11,1,1,5,0
50,Travel_Rarely,Sales,0,Masters,Male,1,1,Divorced,3926.0753947373614,1,24,1,7,10,1,13,0
35,Travel_Rarely,Sales,0,High School,Female,1,2,Divorced,6098.152276597362,0,25,5,17,12,12,0,1
49,Non-Travel,Research & Development,0,Masters,Male,5,4,Single,1560.2143332443798,0,32,3,18,0,13,11,0
27,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,2,Married,3168.6228409484265,1,23,3,8,8,6,4,0
42,Travel_Rarely,Research & Development,0,Undergraduate,Male,2,5,Single,1826.1165139858394,0,29,5,17,4,12,0,0
38,Travel_Frequently,Sales,0,Masters,Female,6,7,Divorced,-10.818517295623678,0,22,3,18,12,3,3,0
18,Travel_Rarely,Human Resources,0,High School,Male,0,2,Married,6939.27610281683,0,17,6,3,2,11,8,0
64,Travel_Frequently,Research & Development,0,High School,Female,3,1,Married,3090.8058221288347,0,13,1,16,0,8,4,0
39,Travel_Rarely,Human Resources,0,Phd,Male,1,5,Divorced,2874.4120766991264,0,33,1,5,5,10,9,0
34,Non-Travel,Sales,0,Phd,Female,2,4,Single,522.8726225685609,0,31,2,12,5,13,9,0
34,Travel_Rarely,Sales,0,Undergraduate,Female,4,4,Married,6363.1851418798515,0,24,3,13,14,13,6,1
40,Travel_Rarely,Research & Development,0,Undergraduate,Female,3,3,Married,2056.0666018394895,0,24,5,11,7,3,6,0
55,Travel_Rarely,Research & Development,0,Phd,Male,1,1,Single,1605.0087446691598,1,22,2,9,13,10,5,0
39,Travel_Rarely,Research & Development,0,Undergraduate,Male,3,0,Married,4662.266318264408,0,1,3,12,4,5,13,0
47,Travel_Rarely,Sales,0,Undergraduate,Female,3,2,Married,170.34648680575674,1,16,3,10,7,4,8,0
34,Travel_Rarely,Research & Development,0,Phd,Male,2,3,Married,-82.71877104230452,1,21,4,14,0,8,6,0
58,Travel_Rarely,Sales,0,Undergraduate,Male,6,4,Married,2272.6699883713154,0,5,4,11,13,14,8,1
22,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,2,Divorced,3421.8599726219604,1,22,1,17,10,5,10,0
65,Travel_Rarely,Research & Development,0,Phd,Female,1,0,Single,3084.385209982994,0,37,3,4,3,1,9,0
37,Travel_Rarely,Research & Development,0,Masters,Female,1,2,Married,658.2738723582875,1,9,4,0,3,12,5,1
29,Travel_Rarely,Research & Development,0,Undergraduate,Male,0,2,Single,4227.89037802229,0,1,10,9,4,8,9,0
32,Travel_Frequently,Sales,0,Undergraduate,Male,1,4,Single,3399.041914534976,0,9,4,14,9,9,0,1
39,Travel_Frequently,Research & Development,0,Undergraduate,Female,1,6,Single,998.3828308179231,0,25,1,1,8,7,1,1
46,Non-Travel,Sales,0,Masters,Male,1,3,Divorced,2332.5935581332146,0,14,3,6,11,5,9,0
34,Travel_Rarely,Research & Development,0,Phd,Male,3,7,Divorced,1401.7975687683918,0,10,2,14,13,5,9,0
34,Travel_Rarely,Sales,0,Masters,Female,4,6,Single,1193.988735494274,0,7,0,10,13,4,3,1
47,Travel_Frequently,Research & Development,0,Undergraduate,Male,1,4,Single,4156.048739132768,0,10,2,3,9,6,13,0
33,Travel_Rarely,Research & Development,0,Undergraduate,Male,3,1,Single,1005.7649429538662,0,10,1,13,3,9,7,0
52,Travel_Frequently,Human Resources,0,Undergraduate,Male,1,8,Married,768.9127707438142,1,28,6,3,8,11,7,0
29,Travel_Rarely,Human Resources,0,Undergraduate,Female,1,5,Married,2570.8134924075025,0,17,7,17,7,1,12,0
46,Travel_Rarely,Research & Development,0,Masters,Male,4,1,Married,2214.0902560687828,1,0,5,10,5,4,0,0
39,Travel_Rarely,Research & Development,0,Phd,Female,1,1,Married,3252.4458140788756,0,33,1,1,4,8,4,1
42,Travel_Rarely,Research & Development,0,Masters,Male,1,3,Married,2575.632603785124,0,2,2,19,4,0,14,0
64,Travel_Rarely,Research & Development,0,Undergraduate,Female,0,2,Divorced,1328.0279487739665,0,28,5,4,12,8,0,0
24,Travel_Frequently,Sales,0,Undergraduate,Female,1,1,Married,1382.7623195640397,0,27,2,5,4,1,2,0
34,Travel_Rarely,Sales,0,Masters,Male,1,2,Divorced,2326.257698425995,0,37,4,17,1,10,14,1
29,Travel_Rarely,Sales,0,Undergraduate,Male,2,5,Married,-1171.2757090822315,1,27,4,4,7,8,0,0
43,Travel_Frequently,Sales,0,High School,Male,0,1,Single,5277.150329970038,1,17,2,6,10,7,5,1
40,Travel_Frequently,Human Resources,0,Masters,Female,3,3,Married,1144.1658060585864,0,17,3,19,14,0,12,0
26,Non-Travel,Research & Development,0,Phd,Male,1,3,Married,4871.160847950718,0,14,3,14,3,4,13,0
24,Non-Travel,Sales,0,Undergraduate,Male,2,2,Single,4392.037524267994,0,8,4,8,11,12,13,1
41,Travel_Rarely,Research & Development,0,Phd,Male,4,3,Single,3368.7743263703715,0,14,4,15,10,1,1,0
40,Travel_Rarely,Sales,0,High School,Male,2,4,Single,2815.804264470822,1,24,4,8,10,9,10,0
18,Travel_Rarely,Research & Development,0,Phd,Male,0,4,Single,1156.1167250060341,0,33,3,19,12,5,9,0
42,Travel_Rarely,Research & Development,0,Undergraduate,Female,5,2,Married,92.24879002796752,1,38,3,9,9,5,13,0
40,Travel_Rarely,Sales,0,Phd,Male,0,6,Single,4871.003774011768,1,10,1,10,11,13,1,0
37,Travel_Rarely,Research & Development,1,Phd,Female,3,3,Divorced,3799.6488039458663,0,36,3,4,12,9,9,0
34,Travel_Rarely,Sales,0,High School,Female,2,2,Divorced,3332.399589797706,1,29,2,8,0,6,12,1
32,Travel_Rarely,Research & Development,0,Undergraduate,Male,3,4,Single,1507.3860426867684,1,3,3,4,6,0,9,0
26,Travel_Rarely,Sales,0,High School,Female,0,3,Divorced,8095.132677182401,1,25,0,2,8,0,11,0
38,Travel_Rarely,Sales,0,Undergraduate,Male,0,2,Married,4146.531425624044,0,32,2,7,13,4,9,0
40,Non-Travel,Research & Development,1,High School,Male,1,2,Single,5166.863744069908,0,32,2,11,5,0,10,0
10,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,2,Married,-1844.9557865270854,0,2,3,9,4,12,12,0
28,Travel_Rarely,Human Resources,0,Undergraduate,Female,3,5,Divorced,5760.847868062634,0,32,4,5,4,11,7,0
44,Travel_Frequently,Research & Development,0,Undergraduate,Male,2,4,Married,3905.1552823816282,1,13,2,2,10,11,13,0
44,Travel_Rarely,Research & Development,0,High School,Male,4,4,Married,3551.3396013055026,0,25,5,6,9,4,3,1
27,Travel_Rarely,Sales,1,Undergraduate,Female,1,1,Single,1324.1297746327266,0,14,6,0,4,7,1,1
29,Travel_Frequently,Research & Development,0,High School,Male,1,3,Married,4438.706979010472,0,25,7,9,10,14,11,0
30,Non-Travel,Human Resources,0,Undergraduate,Female,3,2,Married,-262.14849813698584,1,14,0,5,1,13,3,0
40,Travel_Rarely,Sales,0,Undergraduate,Male,0,2,Single,1883.1105432866054,0,8,2,13,5,2,8,0
29,Travel_Frequently,Research & Development,0,High School,Male,1,2,Married,4178.023280466294,0,22,2,1,12,11,2,1
31,Travel_Rarely,Sales,0,Undergraduate,Male,4,0,Single,2039.6932779961137,1,19,6,2,7,3,9,1
47,Travel_Rarely,Research & Development,0,Undergraduate,Female,2,1,Single,2766.4849913211747,0,16,4,19,9,5,4,0
30,Travel_Rarely,Sales,0,Undergraduate,Male,3,3,Married,2341.1915706811087,0,36,1,9,7,13,3,1
28,Travel_Rarely,Sales,0,Masters,Female,1,6,Single,4585.7473788582665,0,12,2,7,13,8,13,0
31,Travel_Rarely,Sales,0,Undergraduate,Female,5,1,Divorced,3406.828143680527,0,22,1,0,4,12,12,1
47,Travel_Rarely,Research & Development,1,Masters,Male,2,6,Single,1646.5159148788375,0,2,0,12,8,11,5,0
28,Travel_Rarely,Human Resources,0,Masters,Male,1,3,Divorced,3222.5437059807387,1,9,2,4,11,3,13,0
32,Travel_Rarely,Research & Development,0,High School,Female,2,3,Married,1849.2710872287998,0,38,2,19,11,5,2,0
46,Travel_Rarely,Research & Development,0,Undergraduate,Male,1,2,Single,3890.6087203165125,0,32,4,4,4,6,11,0
28,Travel_Rarely,Human Resources,0,Masters,Male,0,4,Single,4367.48281942316,0,6,4,18,6,7,10,0
38,Travel_Rarely,Sales,0,Masters,Female,1,4,Single,998.9908489366112,1,23,5,0,5,9,1,1
31,Travel_Rarely,Research & Development,0,Masters,Male,0,1,Single,3109.4826573517466,0,37,2,4,11,5,12,0
29,Travel_Frequently,Research & Development,0,Masters,Male,1,4,Married,1357.8214583710903,0,22,4,14,5,10,7,0
24,Travel_Rarely,Research & Development,0,Masters,Female,1,4,Married,5177.196653138196,0,11,2,1,13,10,6,1
20,Travel_Rarely,Research & Development,0,Masters,Female,3,3,Single,3347.5768123265634,1,3,4,15,14,10,0,0
39,Non-Travel,Sales,1,Undergraduate,Male,2,4,Married,2010.3725997799665,0,25,7,19,8,0,6,0
44,Travel_Rarely,Human Resources,0,High School,Male,2,2,Single,3737.6074133981533,0,29,2,10,3,8,9,0
8,Travel_Frequently,Research & Development,0,Masters,Female,2,6,Divorced,1612.8988209273239,1,38,4,0,11,14,8,1
54,Non-Travel,Sales,0,Masters,Female,0,1,Single,869.9390014085789,1,16,3,11,5,7,13,1
33,Travel_Rarely,Sales,0,Undergraduate,Male,2,1,Married,4897.525103749165,0,10,2,11,1,13,5,1
40,Travel_Rarely,Research & Development,1,Undergraduate,Female,0,5,Divorced,2589.7517439129765,0,6,1,17,8,5,11,0
34,Travel_Frequently,Research & Development,0,Phd,Male,2,7,Divorced,3501.8419005342457,1,22,1,0,7,4,9,1
41,Travel_Rarely,Research & Development,0,Phd,Male,3,1,Single,4079.117023330156,0,20,3,19,5,5,4,0
22,Travel_Rarely,Human Resources,0,Undergraduate,Male,0,3,Single,-467.6338847244415,0,0,5,4,8,3,6,0
29,Travel_Rarely,Sales,0,Masters,Female,1,0,Married,6530.067785670835,1,28,1,7,12,9,13,1
28,Travel_Rarely,Sales,0,Undergraduate,Female,4,2,Single,3133.6667764768863,0,19,3,2,0,13,11,1
